ADDRESS,LONGITUDE
"1 Buckie Court, Warwick",115.79647
"1 Bull Place, Queens Park",115.94106200000002
"1 Bynder Lane, Medina",115.80588540000001
"1 Cadiz Way, Bullsbrook",116.04118020000001
"1 Cam Court, Merriwa",115.71465
"1 Camden Boulevard, Aubin Grove",115.86785
"1 Cameron Street, Karrinyup",115.77595890000002
"1 Camira Place, Gooseberry Hill",116.05696
"1 Camrose Lane, Darch",115.85078
"1 Canarias Way, Hillarys",115.74223
"1 Cannon Court, Alexander Heights",115.87381
"1 Canny Road, St James",115.90543999999998
"1 Carnegie Road, Bassendean",115.9573
"1 Carroll Street, Ardross",115.8306028
"1 Caterpillar Road, Success",115.84661709999999
"1 Caxton Lane, Ballajura",115.9045034
"1 Centaur Circle, Woodbridge",115.99799999999999
"1 Cessford Close, Leda",115.80407
"1 Challenger Avenue, Manning",115.87353
"1 Chamberlain Circle, Bateman",115.85013000000001
"1 Charleston Road, Eglinton",115.66896909999998
"1 Chauvel Court, Kiara",115.94411000000001
"1 Chester Court, Orelia",115.82736000000001
"1 Chiddington Street, Beckenham",115.96617409999999
"1 Chipala Court, Edgewater",115.79110659999999
"1 Citrus Loop, South Lake",115.83043
"1 Claret Ash Court, Helena Valley",116.02843
"1 Clarke Street, East Cannington",115.9493774
"1 Clearwater Way, Singleton",115.75854679999999
"1 Clifford Loop, Darch",115.84811
"1 Cliverton Court, Marmion",115.75809
"1 Clovertree Street, Maddington",116.0043
"1 Cobea Court, Mount Claremont",115.78778
"1 Cockman Road, Greenwood",115.81362
"1 Cohen Place, Beechboro",115.95369860000001
"1 Collier Street, Wembley",115.81815
"1 Colmworth Way, Butler",115.71031599999999
"1 Colonial Mews, Edgewater",115.77891000000001
"1 Conical Way, Harrisdale",115.93006090000002
"1 Convallis Vista, The Vines",116.0041591
"1 Corbin Gate, Madeley",115.82654
"1 Coronado Ridge, Iluka",115.73398999999999
"1 Corvette Close, Waikiki",115.74799999999999
"1 Craigie Place, Mundaring",116.16174
"1 Crest Grove, Ballajura",115.88917
"1 Creswick Cross, Kiara",115.93723
"1 Criollo Place, Stratton",116.0474837
"1 Crivelli Parkway, Ashby",115.80054390000001
"1 Crowley Vista, Salter Point",115.86017
"1 Curruthers Road, Mount Pleasant",115.853523
"1 Cypress Mews, Warnbro",115.7565963
"1 Dagostino Road, Byford",115.99214009999999
"1 Dalkey Way, Darch",115.84418000000001
"1 Danzil Street, Willagee",115.79768030000001
"1 Datchet Turn, Bertram",115.8423672
"1 David Street, Mullaloo",115.73812
"1 Davis Court, Woodlands",115.79711
"1 Daybreak Loop, Wellard",115.8554732
"1 Dean Place, Lockridge",115.94532
"1 Dean Road, Bateman",115.84477
"1 Delphi Court, Rossmoyne",115.87024
"1 Denton Street, Wembley",115.8166999
"1 Dermer Road, Beaconsfield",115.7687
"1 Deverell Way, Bentley",115.90767279999999
"1 Dilkera Place, Quinns Rocks",115.70398
"1 Dirk Hartog Road, Bull Creek",115.8569943
"1 Discovery Circuit, Iluka",115.72522
"1 Disney Street, Brentwood",115.84558030000001
"1 Dolomite Road, Carine",115.77078999999999
"1 Dolphin Way, Beldon",115.7563
"1 Doradeen Close, Hillman",115.76432
"1 Doram Court, Swan View",116.04677
"1 Driftwood Way, Bennett Springs",115.94865190000002
"1 Driver Road, Darch",115.84891999999999
"1 Dunbar Road, Claremont",115.78788999999999
"1 Durant Way, Brentwood",115.85143159999998
"1 Dutton Way, Singleton",115.75533
"1 Duxford Street, Butler",115.69968
"1 East Street, Mount Hawthorn",115.83006
"1 Eastfield Court, Ferndale",115.9353606
"1 Easton Court, Boya",116.0521097
"1 Edelweiss Way, Beckenham",115.9617687
"1 Edgecombe Pass, Aveley",115.9853567
"1 El Porto Way, Iluka",115.7305
"1 Elfin Grove, Warnbro",115.76286999999999
"1 Elvire Street, Midland",116.00078
"1 Empress Crescent, Atwell",115.8641
"1 Epping Court, High Wycombe",116.010305
"1 Ericht Pass, Kinross",115.74441999999999
"1 Estevan Way, Ferndale",115.92793999999999
"1 Ethel Street, Guildford",115.9671624
"1 Etna Place, Rossmoyne",115.87103789999999
"1 Eudora Way, North Coogee",115.76637690000001
"1 Fairetha Court, Ascot",115.94662
"1 Fairhaven Terrace, Hillarys",115.7335301
"1 Fallow Crescent, Spearwood",115.77772079999998
"1 Fantail Drive, Bibra Lake",115.82799999999999
"1 Farrington Street, Warnbro",115.75023999999999
"1 Federal Street, Osborne Park",115.82597759999999
"1 Felpham Court, Success",115.8464459
"1 Ficarra Way, Sinagra",115.80411000000001
"1 First Avenue, Woodbridge",115.99245
"1 Fischer Road, Darlington",116.08066000000001
"1 Flemington Way, Redcliffe",115.94622509999999
"1 Flint Close, Pearsall",115.81566200000002
"1 Florey Place, Huntingdale",115.972457
"1 Floribunda Gate, Dayton",115.9732655
"1 Forrest Court, Kiara",115.93636000000001
"1 Fort Street, Morley",115.89934
"1 Fortuna View, Iluka",115.72458619999999
"1 Fortune Street, Balcatta",115.82445
"1 Fourth Avenue, Rossmoyne",115.8700915
"1 Fran Court, Merriwa",115.71274
"1 Freedman Road, Menora",115.8627879
"1 Gaffin Way, Kwinana Town Centre",115.8152219
"1 Gali Lane, City Beach",115.77002399999999
"1 Galilee Way, Baldivis",115.8181808
"1 Gamay Court, The Vines",116.00533999999999
"1 Gannett Street, Bateman",115.8473517
"1 Genesta Place, Two Rocks",115.58896000000001
"1 Georges Close, Kallaroo",115.74608
"1 Gerygone Pass, Tapping",115.7877351
"1 Ghost Gum Boulevard, Banksia Grove",115.8022078
"1 Gianatti Ramble, East Cannington",115.9599173
"1 Gidgee Cove, Kenwick",115.9855347
"1 Gilchrist Avenue, Bibra Lake",115.84273
"1 Gillespie Court, Lockridge",115.94766000000001
"1 Gillon Road, Noranda",115.90971
"1 Giudice Way, Yangebup",115.80846809999998
"1 Glasson Way, Darch",115.8399203
"1 Glebe Close, Mindarie",115.71265
"1 Glenelg Street, Mount Hawthorn",115.83128
"1 Gloucester Road, Kalamunda",116.06308999999999
"1 Gloucester Street, Swanbourne",115.77136370000001
"1 Gold Lane, Iluka",115.73091000000001
"1 Gordon Place, Huntingdale",115.9698639
"1 Gorman Place, Calista",115.805396
"1 Graduate Place, Marangaroo",115.84666999999999
"1 Grahame Street, Mount Helena",116.21401999999999
"1 Grant Street, Duncraig",115.7682169
"1 Gray Road, Haynes",115.9833416
"1 Green Street, Kewdale",115.9380797
"1 Greygum Rise, Kenwick",115.98572
"1 Grid Court, Beldon",115.76201999999999
"1 Grimsay Road, Ardross",115.83702
"1 Grove End Ridge, Mount Claremont",115.78209
"1 Grove Street, Shoalwater",115.7122419
"1 Guy Place, Melville",115.80538
"1 Hadlow Court, Leeming",115.86550179999999
"1 Halleendale Road, Walliston",116.06845
"1 Hamlyn Glen, Kiara",115.93419109999998
"1 Hanrahan Loop, Kardinya",115.80488000000001
"1 Hansen Vista, Landsdale",115.86481
"1 Hardey Road, Serpentine",115.97618
"1 Harrier Way, Beldon",115.774014
"1 Hartle Lane, Brookdale",116.0063044
"1 Hartley Street, Coolbellup",115.79473370000001
"1 Hartwell Parade, Jandakot",115.8555693
"1 Harwood Street, Hilton",115.78437120000001
"1 Hazlett Close, South Lake",115.83728
"1 Henderson Road, Stoneville",116.17108999999999
"1 Hennessy Drive, Ashby",115.797917
"1 Henrietta Court, Coogee",115.77293
"1 Henty Court, Mirrabooka",115.86104250000001
"1 Herbert Road, Subiaco",115.81030430000001
"1 Heslop Road, Lesmurdie",116.05911
"1 Hewlett Turn, Tapping",115.79864540000001
"1 Hilliger Turn, Jane Brook",116.056712
"1 Hilltop Close, Mahogany Creek",116.14282
"1 Hilltop Place, Edgewater",115.78496000000001
"1 Hillwater Promenade, Bennett Springs",115.9386062
"1 Hitek Court, Merriwa",115.71496
"1 Holmesdale Road, Woodbridge",115.99591000000001
"1 Holywell Street, Middle Swan",116.01250879999999
"1 Honister Close, Balga",115.8397022
"1 Hood Street, Forrestfield",116.01214499999999
"1 Hulbert Street, South Fremantle",115.75525
"1 Huntington Road, Coogee",115.76908999999999
"1 Hydra Close, Rockingham",115.73428
"1 Hynes Road, Dalkeith",115.78968470000001
"1 INGODA LINK, Baldivis",115.81473899999999
"1 Ingot Lane, Harrisdale",115.9296236
"1 Iona Place, Cannington",115.93722
"1 Irma Way, Butler",115.70605
"1 Ironcap Grove, Wandi",115.8608325
"1 Ivythorne Grove, Kiara",115.93383999999999
"1 Jacolite Street, Darch",115.8494115
"1 Jade Grove, Edgewater",115.78316000000001
"1 Jaffa Close, Seville Grove",115.9854452
"1 Jamaican Road, Safety Bay",115.74436999999999
"1 Jameson Street, Mosman Park",115.76669440000002
"1 Jarrah Lane, Mount Claremont",115.79211000000001
"1 Jaywick Close, Safety Bay",115.72676000000001
"1 Jecks Street, Maida Vale",116.01908999999999
"1 Jeffrey Loop, Brookdale",116.0083618
"1 Jib Court, Ocean Reef",115.7423
"1 Jindabyne Street, Hilbert",115.9916304
"1 Johnson Avenue, Guildford",115.9694943
"1 Jolimont Terrace, Jolimont",115.81145
"1 Josbury Corner, Carramar",115.79411999999999
"1 Jura Court, Duncraig",115.7803186
"1 Jurien Close, Warnbro",115.76476000000001
"1 Kadi Court, Marangaroo",115.84548999999998
"1 Kalara Road, Koongamia",116.03943000000001
"1 Kalara Way, Koongamia",116.03842
"1 Kalbarri Pass, Jane Brook",116.0570848
"1 Kangaroo Entrance, Stratton",116.03936000000002
"1 Kartner Road, Tapping",115.79928000000001
"1 Kennack Vista, Atwell",115.86899
"1 Kensington Street, Bellevue",116.0338253
"1 Kent Street, Viveash",116.00034
"1 Kevin Street, Stoneville",116.18083999999999
"1 Kilmurray Elbow, Huntingdale",115.95745
"1 Kinkuna Way, City Beach",115.76336
"1 Kirkcolm Way, Warwick",115.79866000000001
"1 Kirke Cove, Merriwa",115.70758700000002
"1 Kirkstall Way, Sawyers Valley",116.19866
"1 Knaphill Heights, Mirrabooka",115.87206440000001
"1 Kookaburra Terrace, Ballajura",115.8907374
"1 Kooralbyn Way, Connolly",115.75396
"1 Kutcharo Crescent, Joondalup",115.75795
"1 Kyby Place, Carramar",115.7936456
"1 Kyle Place, Swan View",116.06577
"1 Lambeth Mews, Mount Claremont",115.77813
"1 Lanark Street, Menora",115.85611999999999
"1 Langham Street, Nedlands",115.80670659999998
"1 Lark Court, Yangebup",115.81912
"1 Lark Mews, Ballajura",115.88701999999999
"1 Lauder Place, Kinross",115.7355
"1 Laughton Way, Leeming",115.86796899999999
"1 Lee Street, Forrestfield",116.0121594
"1 Leigh Court, Marangaroo",115.82905
"1 Lena Street, Beckenham",115.95492879999999
"1 Lennoxtown Road, Duncraig",115.78233
"1 Letchworth Centre Avenue, Salter Point",115.8685716
"1 Librizzi Parade, Sinagra",115.8032831
"1 Lilypond Court, Ascot",115.94743000000001
"1 Lindeman Heights, Ridgewood",115.72681000000001
"1 Linnett Brace, Darch",115.83881000000001
"1 Lintonmarc Drive, Redcliffe",115.94518000000001
"1 Litchfield Crescent, Carramar",115.79654579999999
"1 Little Lefroy Lane, South Fremantle",115.7545084
"1 Love Street, Myaree",115.8122838
"1 Luhrs Court, Mundaring",116.17272
"1 Luke Place, Ascot",115.9497051
"1 Lundy Cove, Kiara",115.93453999999998
"1 Macdonald Road, Applecross",115.83437079999999
"1 Mackie Place, Midvale",116.01903
"1 Maidos Street, Ashfield",115.93365
"1 MAJORELLE WAY, Eglinton",115.6726446
"1 Mal Bay Court, Mindarie",115.7136665
"1 Malcolm Street, North Beach",115.7526601
"1 Maley Court, Ashfield",115.93908
"1 Malibu Entrance, Iluka",115.7251695
"1 Malone Mews, Clarkson",115.7139
"1 Manhattan Concourse, Hilbert",115.96751599999999
"1 Mannaw Place, Hillman",115.76235
"1 Mannix Pass, Queens Park",115.94827099999999
"1 Marconi Street, Morley",115.92600259999999
"1 Margaret Road, Secret Harbour",115.74990859999998
"1 Marich Cove, Atwell",115.86607
"1 Maritana Road, Kallaroo",115.74803999999999
"1 Marker Road, Ocean Reef",115.74293999999999
"1 Markham Place, Bentley",115.92172649999999
"1 Maroma Loop, Burns Beach",115.7296768
"1 Martin Avenue, Rivervale",115.916921
"1 Mayhill Place, Craigie",115.76201
"1 McBain Court, Langford",115.95063999999999
"1 Mcdermott Road, Kwinana Town Centre",115.8161455
"1 McKenna Glen, Mount Claremont",115.78543
"1 McKenzie Corner, Bertram",115.84725
"1 McNairn Cross, Leda",115.80606
"1 Meadow Place, Hocking",115.8128791
"1 Meares Avenue, Parmelia",115.81652
"1 Mears Way, Hilbert",115.99252800000001
"1 Medawar Loop, Piara Waters",115.91408799999999
"1 Melissa Street, Duncraig",115.7646
"1 Melita Drive, Helena Valley",116.02574070000001
"1 Melrose Crescent, Menora",115.86028219999999
"1 Mercer Place, Thornlie",115.95752
"1 Merley Crescent, City Beach",115.7696125
"1 Merlot Court, The Vines",116.00258000000001
"1 Milina Street, Hillman",115.75853000000001
"1 Mingara Avenue, Harrisdale",115.9347183
"1 Mission Place, Cooloongup",115.76899999999999
"1 Moira Mews, Stratton",116.04176000000001
"1 Monarch Way, Wattle Grove",115.9905399
"1 Montana Crescent, Dayton",115.9686595
"1 Montrose Way, Nollamara",115.83718909999999
"1 Moody Glen, Palmyra",115.78686
"1 Moseley Drive, The Vines",115.99199909999999
"1 Mosman Loop, Success",115.84445
"1 Mottee Road, Bateman",115.84681
"1 Mudalla Way, Koongamia",116.04231000000001
"1 Mulberry Lane, Mirrabooka",115.86713470000001
"1 Mulgrave Loop, Mindarie",115.70889170000001
"1 Myhill Mews, Leda",115.80221
"1 Namoi Street, Hammond Park",115.84548170000001
"1 Nardie Place, Hillman",115.76148
"1 Narla Place, Koongamia",116.03947
"1 Nettia Place, Bennett Springs",115.92316240000001
"1 New Ross Lane, Waterford",115.89053999999999
"1 Newman Place, Kenwick",115.98390549999999
"1 Newmarket Retreat, Currambine",115.75348999999999
"1 newquay Street, Harrisdale",115.92979199999999
"1 Niagara Cove, Bentley",115.9140864
"1 Nicholas Crescent, Hilton",115.7819202
"1 Nobilis Street, Beeliar",115.8088136
"1 Norfolk Rise, Mount Claremont",115.78282
"1 Northerly Avenue, Ascot",115.9185057
"1 Nundah Court, Glen Forrest",116.10188000000001
"1 Nyjong Street, Kenwick",115.9738778
"1 Oakwood Court, Beechboro",115.92081999999999
"1 Oban Court, Duncraig",115.77878999999999
"1 Odell Court, Carine",115.78237
"1 Odell Street, Secret Harbour",115.76813100000001
"1 Odessa Place, Beldon",115.76383
"1 Offord Street, Armadale",116.0022
"1 Ollera Meander, Carramar",115.77913999999998
"1 Ollis Street, Safety Bay",115.71788000000001
"1 O'Mara Boulevard, Iluka",115.73171119999999
"1 Orange Valley Road, Kalamunda",116.05678999999999
"1 Orsulich Loop, Spearwood",115.7812942
"1 Otway Street, Swanbourne",115.76982
"1 Palos Court, Sorrento",115.75973
"1 Parish Lane, Churchlands",115.79672
"1 Park Lane, Kardinya",115.82623000000001
"1 Parkwood Avenue, Woodvale",115.78634869999999
"1 Peaceful Close, Marangaroo",115.84348999999999
"1 Pearson Crescent, Bull Creek",115.86766000000001
"1 Pedalstone Drive, Southern River",115.94081000000001
"1 Peet Crescent, Trigg",115.76088590000002
"1 Pelion Court, Middle Swan",116.0147774
"1 Penn Lane, Hammond Park",115.8498
"1 Penson Street, Singleton",115.75736
"1 Pera Mews, Beldon",115.75923
"1 Peter Way, Rossmoyne",115.86412
"1 Piermont Avenue, Burns Beach",115.73037250000002
"1 Pimelea Rise, Beeliar",115.81508000000001
"1 Pixie Place, Two Rocks",115.60238700000001
"1 Platypus Parkway, Beeliar",115.8135413
"1 Plover Way, Stirling",115.80505
"1 Poinsettia Grove, South Lake",115.84578
"1 Point Link, Alkimos",115.6807476
"1 Polglase Fairway, Clarkson",115.72299
"1 Portland Way, Ridgewood",115.72488899999999
"1 Portsea Gardens, Jandakot",115.85451
"1 Presto Close, Quinns Rocks",115.69708999999999
"1 Printer Street, Dianella",115.87926999999999
"1 Pursuit Close, Middle Swan",116.02654
"1 Purvis Street, Hamilton Hill",115.79319
"1 Quail Place, Langford",115.94447
"1 Quenda Close, Beeliar",115.81709
"1 Ragtime Court, Ascot",115.94653999999998
"1 Ramose Close, Heathridge",115.76445
"1 Reflection Mews, Safety Bay",115.71974750000001
"1 Regatta Way, Alkimos",115.67637859999998
"1 Regent Court, Cockburn Central",115.845827
"1 Reginald Street, Queens Park",115.9546466
"1 Reilly Street, Singleton",115.75332
"1 Reinagle Street, Ashby",115.79846
"1 Repens Way, Banksia Grove",115.8044033
"1 Reserve Street, Bicton",115.785058
"1 Retchford Way, Queens Park",115.9521355
"1 Reuben Street, Beaconsfield",115.7576047
"1 Riber Court, Carine",115.7924463
"1 Richards Crescent, Craigie",115.77321
"1 Rigoll Court, Mundijong",115.98653999999999
"1 Ringarooma Way, Willetton",115.89553000000001
"1 Ringmer Way, Westminster",115.84140490000001
"1 River Bank Boulevard, South Guildford",115.9871
"1 River Bed Pass, Wilson",115.90928999999998
"1 Riverdale Road, Helena Valley",116.029513
"1 Robert Street, Dalkeith",115.79193000000001
"1 Robyn Street, Morley",115.88822520000001
"1 ROKER Way, Brabham",115.9677547
"1 Romani Court, Lockridge",115.9474
"1 Rosalind Court, Rossmoyne",115.87013200000001
"1 Rose Bay Court, Kallaroo",115.7368
"1 ROSTRATUS Link, Dayton",115.97266780000001
"1 Rothsay Crescent, Menora",115.86299709999999
"1 Rowe Place, Noranda",115.88029420000001
"1 Royal Melbourne Avenue, Connolly",115.75204
"1 Royce Grove, Booragoon",115.82813999999999
"1 Ruby Avenue, Langford",115.94082
"1 Ruby Court, Mount Richon",116.02380330000001
"1 Rudge Place, Lockridge",115.9552588
"1 Sabro Lane, Caversham",115.9683871
"1 Salamanca Parkway, Port Kennedy",115.76468999999999
"1 Salisbury Road, Beechboro",115.9329
"1 Salmond Way, Bull Creek",115.86198219999999
"1 Salvin Road, Gwelup",115.7967669
"1 Samos Place, Mindarie",115.7087
"1 Sandalford Drive, Beldon",115.77203
"1 Sandridge Street, Banksia Grove",115.8080169
"1 Sandringham Street, Trigg",115.7610159
"1 Sapium Way, Woodvale",115.79616000000001
"1 Scarcliffe Way, Carine",115.76803000000001
"1 Scott Street, Kewdale",115.9386716
"1 Seabreeze Avenue, Burns Beach",115.7203563
"1 Seaflight Court, Heathridge",115.76207
"1 Searle Road, Ardross",115.8318
"1 Sedge Link, Atwell",115.8709936
"1 Sellenger Avenue, Samson",115.80088329999998
"1 Seton Lane, Kinross",115.72981000000001
"1 Shackleton Street, Bassendean",115.94662
"1 Sheppard Way, Marmion",115.75398999999999
"1 Shiralee Bend, Carramar",115.79688
"1 Shoal Court, Coogee",115.77035
"1 Short Street, North Beach",115.75471
"1 Silica Road, Wattle Grove",115.98562340000002
"1 Silky Lane, Wandi",115.8607572
"1 Simon Place, City Beach",115.7645
"1 Sistina Road, Ashby",115.79968000000001
"1 Skottowe Parkway, Parmelia",115.82251000000001
"1 Skye Lane, Ellenbrook",115.97536869999999
"1 Smailes Elbow, Brookdale",116.00579029999999
"1 Smitherson Street, Noranda",115.89043999999998
"1 Smullin Street, Hamilton Hill",115.77248
"1 SNOWY RISE, Hammond Park",115.84847749999999
"1 Solly Court, Bull Creek",115.86667
"1 Spargo Street, Myaree",115.8187311
"1 Spring Hill, Tapping",115.79137279999999
"1 Spruce Place, Thornlie",115.9436
"1 Spruce Terrace, Aubin Grove",115.85954070000001
"1 St Fillans Bend, Wanneroo",115.80773
"1 St Ives Loop, Kallaroo",115.73713000000001
"1 Stephen Street, Queens Park",115.9476433
"1 Stitfold Promenade, Salter Point",115.85813999999999
"1 Stokesay Street, Orelia",115.821234
"1 Strathmore Parkway, Ellenbrook",115.97241799999999
"1 Strathpine Chase, Landsdale",115.86368
"1 Strelley Lane, Carramar",115.78255
"1 Stretton Way, Kenwick",115.97882
"1 Strickland Court, Coogee",115.77514
"1 Styne Road, City Beach",115.7613588
"1 Success Crescent, Salter Point",115.85943999999999
"1 Sumich Gardens, Coogee",115.77297
"1 Swallow Grove, Waikiki",115.74693
"1 Sweeney Way, Padbury",115.75498
"1 Talisker Mews, Ballajura",115.91469
"1 Tall Karri Close, Camillo",116.00397609999999
"1 Tattler Place, Huntingdale",115.968026
"1 Taylor Street, White Gum Valley",115.77391999999999
"1 Teetree Court, Beechboro",115.92272
"1 Temple Mews, Iluka",115.72891000000001
"1 Tenella Mews, Warnbro",115.76518
"1 Tennyson Street, Bellevue",116.03251999999999
"1 Tetbury Road, Butler",115.70648590000002
"1 The Mead, Kiara",115.93666999999999
"1 The Mews, Kardinya",115.82225
"1 Thomas Hamilton Avenue, Mirrabooka",115.86599
"1 Thorman Place, Booragoon",115.84191840000001
"1 Thornbill Loop, Beeliar",115.82358
"1 Thurlow Avenue, Yokine",115.8557645
"1 Till Street, Herne Hill",116.02173
"1 Tintern Road, Ashby",115.80014640000002
"1 Tippett Court, Willetton",115.89665
"1 Tiwi Court, Iluka",115.73307
"1 Tolbury Retreat, Kiara",115.94231
"1 Torre Link, Darch",115.851355
"1 Torridon Loop, Wanneroo",115.8076
"1 Treaty Oak Cove, Bibra Lake",115.81411000000001
"1 Treave Street, Cloverdale",115.94098899999999
"1 Triller Road, Bennett Springs",115.92868159999999
"1 Trilogy Court, The Vines",115.99372
"1 Trona Place, Forrestfield",115.9899781
"1 Tropicana Way, Safety Bay",115.73453
"1 Troy Avenue, Marmion",115.75221
"1 Tucker Street, Medina",115.79954
"1 Tuckeroo Parade, Helena Valley",116.02610159999999
"1 Tullow Road, Floreat",115.78148370000001
"1 Turner Parkway, Carramar",115.79757790000001
"1 Turner Street, Warnbro",115.74926
"1 TWIN VIEW, Swan View",116.05266999999999
"1 Umina Street, High Wycombe",116.00882390000001
"1 Valencia Avenue, Churchlands",115.78548290000002
"1 Vantage Way, Burswood",115.89744329999999
"1 Veldt Mews, Mirrabooka",115.86838
"1 Venetian Way, Baldivis",115.81686359999999
"1 Verve Court, Marmion",115.7533065
"1 Vilamour Close, Currambine",115.74556000000001
"1 Viola Place, Beechboro",115.9236
"1 Violet Street, Middle Swan",116.00863999999999
"1 Virgilia Terrace, South Lake",115.84902
"1 Voyager Link, Pearsall",115.8253031
"1 Wake Court, Redcliffe",115.94536000000001
"1 Wallace Street, Mundijong",115.98001000000001
"1 Wambiri Close, South Lake",115.84148629999999
"1 Warlu Place, High Wycombe",116.00074
"1 Warnt Court, South Guildford",115.98743999999999
"1 Waterway Crescent, Ascot",115.91779
"1 Wattle Court, Mahogany Creek",116.1394
"1 Waugh Court, North Lake",115.81942
"1 Wayford Circle, Hocking",115.81381999999999
"1 Webb Street, Rossmoyne",115.8669182
"1 Weema Court, Swan View",116.04308999999999
"1 Weetman Cove, Cannington",115.9314
"1 Wendo Court, Hillman",115.76052
"1 Wenstead Place, Stratton",116.03828
"1 Werri Place, Clarkson",115.73056000000001
"1 Wescap Rise, Merriwa",115.71105
"1 Whelk Place, Mullaloo",115.74413
"1 White Place, Subiaco",115.8343902
"1 White Street, North Fremantle",115.75345630000001
"1 Whitehouse Drive, Koondoola",115.86126000000002
"1 Wildwood Mews, Carramar",115.7891053
"1 Willard Circuit, Banksia Grove",115.80436329999999
"1 Williams Court, Melville",115.802797
"1 Williamson Way, Trigg",115.7609603
"1 Willow Way, Gooseberry Hill",116.03402
"1 Wilson Lane, Bateman",115.85061
"1 Wimbledon Drive, Kingsley",115.78862
"1 Windoo Place, Koongamia",116.04303999999999
"1 Windoo Road, Parkerville",116.13283
"1 Wintergreene Drive, Bennett Springs",115.93224140000001
"1 Wissota Pass, Secret Harbour",115.76296
"1 Woodbine Loop, Tapping",115.78781000000001
"1 Woodbine Terrace, Mirrabooka",115.87533
"1 Woodfield Close, Mount Helena",116.21108000000001
"1 Woodlands Way, Jandakot",115.85537040000001
"1 Woolmore Cross, Atwell",115.86983000000001
"1 Yallambee Place, Karawara",115.87671599999999
"1 Yilgarn Street, White Gum Valley",115.76196999999999
"1 Yule Street, City Beach",115.76581000000002
"1 Zamia Road, Gooseberry Hill",116.0399311
"1 Zanzibar Loop, Aveley",115.9852646
"1/1 Coolgardie Street, West Perth",115.84773249999999
"1/1 French Street, Ashfield",115.9340203
"1/1 Lentona Road, Attadale",115.81324
"1/1 Muriel Avenue, Woodlands",115.7918351
"1/1 Wingfield Avenue, Crawley",115.82474340000002
"1/10 Gibson Street, Mount Pleasant",115.84510049999999
"1/11 Adamson Road, Brentwood",115.85158
"1/11 Elvire Street, Viveash",116.000386
"1/11 Stott Close, Armadale",116.00913359999998
"1/11 Waterway Crescent, Ascot",115.91663999999999
"1/125 Swansea Street, East Victoria Park",115.90918
"1/126 Telford Crescent, Stirling",115.81625729999999
"1/13 Helm Street, Mount Pleasant",115.84983999999999
"1/13 Sorrento Street, North Beach",115.7537
"1/14 Godwit Street, Queens Park",115.9384797
